name,addresses_road_name,addresses_start_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,phone_number,secondary_filters_name,longitude,latitude,tipo_centro
Escola La Mar Bella,Pl Sant Bernat Calbó,2.0,68.0,el Poblenou,10.0,Sant Martí,8005.0,932252838,Educació primària,41.39973789141123,2.2046777632789207,reglat
Escola Pegaso,C Dublín,5.0,61.0,la Sagrera,9.0,Sant Andreu,8027.0,933409404,Ensenyament infantil (3-6 anys),41.42792286266486,2.1871253300366518,reglat
Escola Pegaso,C Dublín,5.0,61.0,la Sagrera,9.0,Sant Andreu,8027.0,933409404,Educació primària,41.42792286266486,2.1871253300366518,reglat
Fundació Privada Clínic per la Recerca Biomèdica,C Villarroel,170.0,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,8036.0,932275410,Universitats,41.389158663694246,2.1517772961900903,reglat
Centre Tecnològic de Telecomunicacions Mòbils,C Gran Capità,2.0,21.0,Pedralbes,4.0,Les Corts,8034.0,93 205 70 16,Universitats,41.38730890128584,2.111145329424392,reglat
Escola Fructuós Gelabert,C Sardenya,368.0,6.0,la Sagrada Família,2.0,Eixample,8025.0,934369923,Ensenyament infantil (3-6 anys),41.40609276031637,2.170317488069076,reglat
Escola Fructuós Gelabert,C Sardenya,368.0,6.0,la Sagrada Família,2.0,Eixample,8025.0,934369923,Educació primària,41.40609276031637,2.170317488069076,reglat
Centre Educatiu Jesuïtes Sarrià - Sant Ignasi,C Carrasco i Formiguera,32.0,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,8017.0,936023000,Ensenyament infantil (0-3 anys),41.40296270967555,2.121510655906228,reglat
Centre Educatiu Jesuïtes Sarrià - Sant Ignasi,C Carrasco i Formiguera,32.0,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,8017.0,936023000,Ensenyament infantil (3-6 anys),41.40296270967555,2.121510655906228,reglat
Centre Educatiu Jesuïtes Sarrià - Sant Ignasi,C Carrasco i Formiguera,32.0,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,8017.0,936023000,Educació primària,41.40296270967555,2.121510655906228,reglat
