name,addresses_road_name,addresses_start_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,phone_number,secondary_filters_name,longitude,latitude,tipo_centro
Facultat de Dret - UB,Av Diagonal,684.0,21.0,Pedralbes,4.0,Les Corts,8034.0,934024346,Universitats,41.38723971871468,2.1210972500110508,reglat
Metàfora Centre d'Estudis d'Art-Teràpia,Papin,29.0,18.0,Sants,3.0,Sants-Montjuïc,8028.0,933300089,Universitats,41.37829519044735,2.132873852906906,reglat
Facultat d'Informació i Mitjans Audiovisuals - UB,Melcior de Palau,140.0,18.0,Sants,3.0,Sants-Montjuïc,8014.0,934035770,Universitats,41.38128597939545,2.1387878130180185,reglat
Institut Escola Trinitat Nova,Carrer de la Pedrosa,16.0,53.0,la Trinitat Nova,8.0,Nou Barris,8033.0,933592500,Ensenyament infantil (3-6 anys),41.4487332776949,2.184583502268608,reglat
Institut Escola Trinitat Nova,Carrer de la Pedrosa,16.0,53.0,la Trinitat Nova,8.0,Nou Barris,8033.0,933592500,Educació primària,41.4487332776949,2.184583502268608,reglat
Institut Escola Trinitat Nova,Carrer de la Pedrosa,16.0,53.0,la Trinitat Nova,8.0,Nou Barris,8033.0,933592500,Educació secundària,41.4487332776949,2.184583502268608,reglat
Centre d'Innovació del Transport,C Jordi Girona,1.0,21.0,Pedralbes,4.0,Les Corts,8034.0,934137667,Universitats,41.38733372682784,2.112437167186739,reglat
Escola de Música Tarantel·la,C Violant Hongria Rna Aragó,174.0,18.0,Sants,3.0,Sants-Montjuïc,8014.0,933304191,Música,41.38073550514029,2.135577672628968,reglat
Centre Educatiu Roca,Av Meridiana,263.0,61.0,la Sagrera,9.0,Sant Andreu,8027.0,932430770,Educació secundària,41.42184965206082,2.186428239062364,reglat
Centre Educatiu Roca,Av Meridiana,263.0,61.0,la Sagrera,9.0,Sant Andreu,8027.0,932430770,Formació professional,41.42184965206082,2.186428239062364,reglat
Escola per a Infants i Adolescents,Via Augusta,364.0,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,8017.0,933636503,Educació primària,41.40196697142778,2.121523780191905,reglat
Escola per a Infants i Adolescents,Via Augusta,364.0,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,8017.0,933636503,Educació secundària,41.40196697142778,2.121523780191905,reglat
Fundació Institut de Recerca Biomèdica,C Baldiri Reixac,10.0,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,8028.0,934020250,Universitats,41.38188173843909,2.116506436518207,reglat
Centre Profesional de Música Liceu,Pl Urquinaona,11.0,4.0,"Sant Pere, Santa Caterina i la Ribera",1.0,Ciutat Vella,8010.0,933184536,Música,41.388617744369554,2.173145777606978,reglat
Escola de Música Marshall,Carrer de Saragossa,27.0,27.0,el Putxet i el Farró,5.0,Sarrià-Sant Gervasi,8006.0,613017667,Música,41.401437177199085,2.150007289734474,reglat
Centre de Recerca de Biodiversitat Vegetal,Av Diagonal,645.0,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,8028.0,93 402 14 65,Universitats,41.38537847387165,2.1170443890573285,reglat
Escola per a Infants i Adolescents,C Villarroel,170.0,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,8036.0,932279972,Ensenyament infantil (3-6 anys),41.38914826078086,2.151784715500113,reglat
Escola per a Infants i Adolescents,C Villarroel,170.0,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,8036.0,932279972,Educació primària,41.38914826078086,2.151784715500113,reglat
Escola per a Infants i Adolescents,C Villarroel,170.0,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,8036.0,932279972,Educació secundària,41.38914826078086,2.151784715500113,reglat
Centre Educatiu Nou Patufet,C Bruniquer,25.0,31.0,la Vila de Gràcia,6.0,Gràcia,8012.0,937074967,Ensenyament infantil (3-6 anys),41.40476898599986,2.160721107653559,reglat
Centre Educatiu Nou Patufet,C Bruniquer,25.0,31.0,la Vila de Gràcia,6.0,Gràcia,8012.0,937074967,Educació primària,41.40476898599986,2.160721107653559,reglat
Centre Educatiu Nou Patufet,C Bruniquer,25.0,31.0,la Vila de Gràcia,6.0,Gràcia,8012.0,937074967,Educació secundària,41.40476898599986,2.160721107653559,reglat
Escola de Música Esclat *Les Corts,Lluçà,3.0,19.0,les Corts,4.0,Les Corts,8028.0,934904151,Música,41.38130651966432,2.131046330671979,reglat
Centre Educatiu Reina Elisenda,C Olot,18.0,30.0,la Salut,6.0,Gràcia,8024.0,932844080,Ensenyament infantil (0-3 anys),41.413484039930026,2.153373576136896,reglat
Centre Educatiu Reina Elisenda,C Olot,18.0,30.0,la Salut,6.0,Gràcia,8024.0,932844080,Ensenyament infantil (3-6 anys),41.413484039930026,2.153373576136896,reglat
Centre Educatiu Reina Elisenda,C Olot,18.0,30.0,la Salut,6.0,Gràcia,8024.0,932844080,Educació primària,41.413484039930026,2.153373576136896,reglat
Escola Poeta Foix,Carrer de Balmes,298.0,27.0,el Putxet i el Farró,5.0,Sarrià-Sant Gervasi,8006.0,932018152,Ensenyament infantil (3-6 anys),41.40230396822659,2.1458792280425274,reglat
Escola Poeta Foix,Carrer de Balmes,298.0,27.0,el Putxet i el Farró,5.0,Sarrià-Sant Gervasi,8006.0,932018152,Educació primària,41.40230396822659,2.1458792280425274,reglat
Centre Educatiu Sadako,C Collserola,42.0,28.0,Vallcarca i els Penitents,6.0,Gràcia,8035.0,932113716,Ensenyament infantil (3-6 anys),41.41796975213169,2.134125348349872,reglat
Centre Educatiu Sadako,C Collserola,42.0,28.0,Vallcarca i els Penitents,6.0,Gràcia,8035.0,932113716,Educació primària,41.41796975213169,2.134125348349872,reglat
Centre Educatiu Sadako,C Collserola,42.0,28.0,Vallcarca i els Penitents,6.0,Gràcia,8035.0,932113716,Educació secundària,41.41796975213169,2.134125348349872,reglat
Centre Educatiu Sagrada Família *Arquímedes,C Arquímedes,60.0,60.0,Sant Andreu,9.0,Sant Andreu,8030.0,933458895,Ensenyament infantil (3-6 anys),41.438838508624976,2.1862576644029867,reglat
Centre Educatiu Sagrada Família *Arquímedes,C Arquímedes,60.0,60.0,Sant Andreu,9.0,Sant Andreu,8030.0,933458895,Educació primària,41.438838508624976,2.1862576644029867,reglat
Centre Educatiu Sagrada Família *Arquímedes,C Arquímedes,60.0,60.0,Sant Andreu,9.0,Sant Andreu,8030.0,933458895,Educació secundària,41.438838508624976,2.1862576644029867,reglat
Escola Sagrada Família *Sardenya,C Sardenya,343.0,32.0,el Camp d'en Grassot i Gràcia Nova,6.0,Gràcia,8025.0,932074311,Ensenyament infantil (3-6 anys),41.40474390341396,2.171097339253699,reglat
Escola Sagrada Família *Sardenya,C Sardenya,343.0,32.0,el Camp d'en Grassot i Gràcia Nova,6.0,Gràcia,8025.0,932074311,Educació primària,41.40474390341396,2.171097339253699,reglat
Institut Salvador Seguí,C Santander,7.0,73.0,la Verneda i la Pau,10.0,Sant Martí,8020.0,933142041,Formació professional,41.42309401778554,2.196790431984144,reglat
Escola de Música Kostka,Rier Can Toda,29.0,30.0,la Salut,6.0,Gràcia,8024.0,932103605,Música,41.41435733730391,2.157239969018296,reglat
Institut Viladomat,C Consell de Cent,148.0,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,8015.0,938846029,Educació secundària,41.38235487122607,2.154257403521576,reglat
Celltec UB,Av Diagonal,645.0,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,8028.0,934021550,Universitats,41.385512630617775,2.1170608728931914,reglat
Centre de Biotecnología,C Martí i Franquès,1.0,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,8028.0,934021220,Universitats,41.38476479287836,2.117283075395298,reglat
Escola Congrés-Indians,C Açores,1.0,61.0,la Sagrera,9.0,Sant Andreu,8027.0,933400975,Ensenyament infantil (3-6 anys),41.42524649826285,2.1893636167955752,reglat
Escola Congrés-Indians,C Açores,1.0,61.0,la Sagrera,9.0,Sant Andreu,8027.0,933400975,Educació primària,41.42524649826285,2.1893636167955752,reglat
Institut Universitari Barraquer,C Laforja,88.0,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,8021.0,934146798,Universitats,41.39738463256767,2.1462760581798173,reglat
Centre Educatiu Sagrat Cor-Sarrià,Carrer del Sagrat Cor,25.0,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,8034.0,932030200,Ensenyament infantil (3-6 anys),41.40063715462606,2.1190684236753623,reglat
Centre Educatiu Sagrat Cor-Sarrià,Carrer del Sagrat Cor,25.0,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,8034.0,932030200,Educació primària,41.40063715462606,2.1190684236753623,reglat
Centre Educatiu Sagrat Cor-Sarrià,Carrer del Sagrat Cor,25.0,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,8034.0,932030200,Educació secundària,41.40063715462606,2.1190684236753623,reglat
Centre Educatiu Sagrat Cor-Sarrià,Carrer del Sagrat Cor,25.0,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,8034.0,932030200,Formació professional,41.40063715462606,2.1190684236753623,reglat
SAE Centre privat d'estudis artístics superiors de Música,Carrer del Perú,176.0,71.0,Provençals del Poblenou,10.0,Sant Martí,8020.0,932387258,Música,41.41213430348236,2.201225737692777,reglat
Institut Escola Turó de  Roquetes,C Alcántara,22.0,50.0,les Roquetes,8.0,Nou Barris,8042.0,933546504,Ensenyament infantil (3-6 anys),41.44647404453238,2.1728361106817555,reglat
Institut Escola Turó de  Roquetes,C Alcántara,22.0,50.0,les Roquetes,8.0,Nou Barris,8042.0,933546504,Educació primària,41.44647404453238,2.1728361106817555,reglat
Institut Escola Turó de  Roquetes,C Alcántara,22.0,50.0,les Roquetes,8.0,Nou Barris,8042.0,933546504,Educació secundària,41.44647404453238,2.1728361106817555,reglat
Centre de Coneixement i Recerca,Pl Jaume Sabartés,1.0,4.0,"Sant Pere, Santa Caterina i la Ribera",1.0,Ciutat Vella,8003.0,93 256 30 00,Universitats,41.38563498781616,2.181624647512792,reglat
Institut Universitari de Salut Mental Vidal i Barraquer -URL,C Sant Gervasi de Cassoles,88.0,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,8022.0,934 189 988,Universitats,41.40623496924468,2.135465235192039,reglat
Centre Especial de Recerca en Teories i Pràctiques Superadores de Desigualtats,Pg Vall d'Hebron,175.0,40.0,Montbau,7.0,Horta-Guinardó,8035.0,934035099,Universitats,41.43575541409688,2.147158169831797,reglat
Centre Dona i Literatura,G.V. Corts Catalanes,585.0,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,8007.0,934035655,Universitats,41.38657708352391,2.164030568391206,reglat
Escola de Música Pausa,Alt de Pedrell,60.0,36.0,la Font d'en Fargues,7.0,Horta-Guinardó,8032.0,931826010,Música,41.426245461581225,2.169096663093005,reglat
Escola de Música Taller de Músics,C Requesens,3.0,1.0,el Raval,1.0,Ciutat Vella,8001.0,933295667,Música,41.37973318249821,2.1640647648156945,reglat
Escola Business Engineering School - la Salle,C Lluçanès,41.0,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,8022.0,932902400,Universitats,41.40890993792351,2.1311370586996183,reglat
Centre de Disseny i Optimització de Processos i Materials,C Martí i Franquès,1.0,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,8028.0,93 402 13 16,Universitats,41.38476479287836,2.117283075395298,reglat
Centre de Projecció Tèrmica,C Martí i Franquès,1.0,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,8028.0,93 402 13 02,Universitats,41.38476479287836,2.117283075395298,reglat
Centre de Diagnòstic Industrial i Fluidodinàmica,Av Diagonal,647.0,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,8028.0,93 401 25 96,Universitats,41.38393282880366,2.1154317981027493,reglat
SMOS Barcelona Expert Centre,Passeig Marítim de la Barceloneta - Oriol Bohigas,37.0,3.0,la Barceloneta,1.0,Ciutat Vella,8003.0,932309500,Universitats,41.38562087271976,2.1960871806342315,reglat
Institut Diagnosi Ambiental i Estudis de l'Aigua,C Jordi Girona,18.0,21.0,Pedralbes,4.0,Les Corts,8034.0,934006100,Universitats,41.38770673949005,2.114945140444898,reglat
Aules de Formació Permanent per a la Gent Gran de Barcelona,C Casanova,36.0,10.0,Sant Antoni,2.0,Eixample,8011.0,934516040,Universitats,41.38362779436018,2.161357278865766,reglat
Escola La Maquinista,Carrer de Ferran Junoy,14.0,59.0,el Bon Pastor,9.0,Sant Andreu,8030.0,933118438,Ensenyament infantil (3-6 anys),41.4390119909961,2.195800264029226,reglat
Escola La Maquinista,Carrer de Ferran Junoy,14.0,59.0,el Bon Pastor,9.0,Sant Andreu,8030.0,933118438,Educació primària,41.4390119909961,2.195800264029226,reglat
Escola Sant Martí,C Sant Joan de Malta,130.0,68.0,el Poblenou,10.0,Sant Martí,8018.0,936240240,Ensenyament infantil (3-6 anys),41.4046402299505,2.1978184408198067,reglat
Escola Sant Martí,C Sant Joan de Malta,130.0,68.0,el Poblenou,10.0,Sant Martí,8018.0,936240240,Educació primària,41.4046402299505,2.1978184408198067,reglat
Centre de Recerca Institut de Dret Públic,C Baldiri Reixac,4.0,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,8028.0,93 403 45 35,Universitats,41.38186963690709,2.116458918258774,reglat
Centre d'Estudis Universitat dels Pacients,C Sant Antoni Maria Claret,171.0,35.0,el Guinardó,7.0,Horta-Guinardó,8025.0,934335076,Universitats,41.41241647123583,2.1757600481895056,reglat
Centre d'Estudis Musicals A Tempo,C Lluçà,56.0,19.0,les Corts,4.0,Les Corts,8028.0,934911781,Música,41.38328011658352,2.1304059992162108,reglat
Institut de Ciències del Cosmos,Carrer de Martí i Franquès,1.0,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,8028.0,93 402 15 88,Universitats,41.38506372270051,2.1179021240670406,reglat
Institut de Recerca Biomèdica,Carrer de Baldiri Reixac,10.0,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,8028.0,93 402 02 50,Universitats,41.38184573119936,2.116442974830661,reglat
Escola Ciutat Comtal,C Pujalt,6.0,56.0,Vallbona,8.0,Nou Barris,8033.0,933592942,Ensenyament infantil (3-6 anys),41.46294957595788,2.1827847217571863,reglat
Escola Ciutat Comtal,C Pujalt,6.0,56.0,Vallbona,8.0,Nou Barris,8033.0,933592942,Educació primària,41.46294957595788,2.1827847217571863,reglat
Centre Educatiu Claret,C Sant Antoni Maria Claret,49.0,32.0,el Camp d'en Grassot i Gràcia Nova,6.0,Gràcia,8025.0,932081830,Ensenyament infantil (3-6 anys),41.405951148357936,2.166593971349565,reglat
Centre Educatiu Claret,C Sant Antoni Maria Claret,49.0,32.0,el Camp d'en Grassot i Gràcia Nova,6.0,Gràcia,8025.0,932081830,Educació primària,41.405951148357936,2.166593971349565,reglat
Centre Educatiu Claret,C Sant Antoni Maria Claret,49.0,32.0,el Camp d'en Grassot i Gràcia Nova,6.0,Gràcia,8025.0,932081830,Educació secundària,41.405951148357936,2.166593971349565,reglat
Escola Dolors Monserdà-Santapau,Av Vallvidrera,9.0,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,8017.0,932031278,Ensenyament infantil (3-6 anys),41.40526827246749,2.1153340874935034,reglat
Escola Dolors Monserdà-Santapau,Av Vallvidrera,9.0,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,8017.0,932031278,Educació primària,41.40526827246749,2.1153340874935034,reglat
Escola Tres Pins,C Tres Pins,28.0,11.0,el Poble-sec,3.0,Sants-Montjuïc,8038.0,934239210,Ensenyament infantil (3-6 anys),41.3670155512874,2.159915577898196,reglat
Escola Tres Pins,C Tres Pins,28.0,11.0,el Poble-sec,3.0,Sants-Montjuïc,8038.0,934239210,Educació primària,41.3670155512874,2.159915577898196,reglat
Institut Escola El Molí,Carrer del Molí,57.0,52.0,la Prosperitat,8.0,Nou Barris,8016.0,93 354 30 11,Ensenyament infantil (3-6 anys),41.44467179057191,2.1811930283717254,reglat
Institut Escola El Molí,Carrer del Molí,57.0,52.0,la Prosperitat,8.0,Nou Barris,8016.0,93 354 30 11,Educació primària,41.44467179057191,2.1811930283717254,reglat
Institut Escola El Molí,Carrer del Molí,57.0,52.0,la Prosperitat,8.0,Nou Barris,8016.0,93 354 30 11,Educació secundària,41.44467179057191,2.1811930283717254,reglat
Grup de Recerca Multiculturalisme i Gènere,C Montalegre,6.0,1.0,el Raval,1.0,Ciutat Vella,8001.0,934037727,Universitats,41.38403193047776,2.167331566974877,reglat
Consorci Institut d'Investigacions Biomèdiques August Pi i Sunyer,C Rosselló,149.0,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,8036.0,93 227 57 07,Universitats,41.3887243891526,2.151034730432242,reglat
Institut de Matemàtica,G.V. Corts Catalanes,585.0,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,8007.0,934021385,Universitats,41.38657708352391,2.164030568391206,reglat
Centre Educatiu  Princesa Margarita,Pg Font d'en Fargas,15.0,36.0,la Font d'en Fargues,7.0,Horta-Guinardó,8032.0,934290313,Ensenyament infantil (3-6 anys),41.42620869422536,2.1658543596995137,reglat
Centre Educatiu  Princesa Margarita,Pg Font d'en Fargas,15.0,36.0,la Font d'en Fargues,7.0,Horta-Guinardó,8032.0,934290313,Educació primària,41.42620869422536,2.1658543596995137,reglat
Centre Educatiu  Princesa Margarita,Pg Font d'en Fargas,15.0,36.0,la Font d'en Fargues,7.0,Horta-Guinardó,8032.0,934290313,Educació secundària,41.42620869422536,2.1658543596995137,reglat
Escola Montseny *Torrent del Remei,C Torrent del Remei,2.0,28.0,Vallcarca i els Penitents,6.0,Gràcia,8023.0,932139845,Ensenyament infantil (3-6 anys),41.41561305868736,2.148229934277885,reglat
Escola Montseny *Torrent del Remei,C Torrent del Remei,2.0,28.0,Vallcarca i els Penitents,6.0,Gràcia,8023.0,932139845,Educació primària,41.41561305868736,2.148229934277885,reglat
Programa d'Estudis Independents,Pl Àngels,1.0,1.0,el Raval,1.0,Ciutat Vella,8001.0,934813368,Universitats,41.38322313755374,2.166969712908759,reglat
Escola Mossèn Jacint Verdaguer,C Lleida,32.0,11.0,el Poble-sec,3.0,Sants-Montjuïc,8004.0,934240201,Ensenyament infantil (3-6 anys),41.37332070884572,2.154824350891146,reglat
Escola Mossèn Jacint Verdaguer,C Lleida,32.0,11.0,el Poble-sec,3.0,Sants-Montjuïc,8004.0,934240201,Educació primària,41.37332070884572,2.154824350891146,reglat
Centre Educatiu Nausica,C Muntaner,309.0,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,8021.0,932004340,Ensenyament infantil (0-3 anys),41.39706243409874,2.14548565093138,reglat
Centre Educatiu Nausica,C Muntaner,309.0,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,8021.0,932004340,Ensenyament infantil (3-6 anys),41.39706243409874,2.14548565093138,reglat
Centre Educatiu Nausica,C Muntaner,309.0,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,8021.0,932004340,Educació primària,41.39706243409874,2.14548565093138,reglat
Centre Educatiu Jesuïtes Sant Gervasi - Infant Jesús,C Avenir,19.0,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,8006.0,933622058,Ensenyament infantil (0-3 anys),41.39693977486581,2.149178612436604,reglat
Centre Educatiu Jesuïtes Sant Gervasi - Infant Jesús,C Avenir,19.0,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,8006.0,933622058,Ensenyament infantil (3-6 anys),41.39693977486581,2.149178612436604,reglat
Centre Educatiu Jesuïtes Sant Gervasi - Infant Jesús,C Avenir,19.0,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,8006.0,933622058,Educació primària,41.39693977486581,2.149178612436604,reglat
Centre Educatiu Jesuïtes Sant Gervasi - Infant Jesús,C Avenir,19.0,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,8006.0,933622058,Educació secundària,41.39693977486581,2.149178612436604,reglat
Centre de Formació Professional Martí-Codolar,Carrer de l'Amor,2.0,42.0,la Clota,7.0,Horta-Guinardó,8035.0,,Formació professional,41.42748434998551,2.151116863474216,reglat
Escola de Música Allegretto - Poblenou,Av Diagonal,145.0,68.0,el Poblenou,10.0,Sant Martí,8018.0,931299495,Música,41.40587748061788,2.1980966470781773,reglat
Centre Educatiu Closa,C Emili Roca,22.0,44.0,Vilapicina i la Torre Llobeta,8.0,Nou Barris,8016.0,933493939,Ensenyament infantil (3-6 anys),41.42925402204876,2.1781844925388563,reglat
Centre Educatiu Closa,C Emili Roca,22.0,44.0,Vilapicina i la Torre Llobeta,8.0,Nou Barris,8016.0,933493939,Educació primària,41.42925402204876,2.1781844925388563,reglat
Centre Educatiu Closa,C Emili Roca,22.0,44.0,Vilapicina i la Torre Llobeta,8.0,Nou Barris,8016.0,933493939,Educació secundària,41.42925402204876,2.1781844925388563,reglat
Institut Flos i Calcat,Av Rio de Janeiro,92.0,45.0,Porta,8.0,Nou Barris,8016.0,933542961,Educació secundària,41.43819404222232,2.182237500103421,reglat
Institut Flos i Calcat,Av Rio de Janeiro,92.0,45.0,Porta,8.0,Nou Barris,8016.0,933542961,Formació professional,41.43819404222232,2.182237500103421,reglat
Institut Escola Coves d'en Cimany,Carrer de les Coves d'en Cimany,42.0,37.0,el Carmel,7.0,Horta-Guinardó,8032.0,933585053,Ensenyament infantil (3-6 anys),41.42074100321632,2.152831919944113,reglat
Institut Escola Coves d'en Cimany,Carrer de les Coves d'en Cimany,42.0,37.0,el Carmel,7.0,Horta-Guinardó,8032.0,933585053,Educació primària,41.42074100321632,2.152831919944113,reglat
Institut Escola Coves d'en Cimany,Carrer de les Coves d'en Cimany,42.0,37.0,el Carmel,7.0,Horta-Guinardó,8032.0,933585053,Educació secundària,41.42074100321632,2.152831919944113,reglat
Escola Font d'en Fargas,Passeig de la Font d'en Fargas,65.0,36.0,la Font d'en Fargues,7.0,Horta-Guinardó,8032.0,934290971,Ensenyament infantil (3-6 anys),41.42266294217902,2.165237995113779,reglat
Escola Font d'en Fargas,Passeig de la Font d'en Fargas,65.0,36.0,la Font d'en Fargues,7.0,Horta-Guinardó,8032.0,934290971,Educació primària,41.42266294217902,2.165237995113779,reglat
Escola Doctor Ferran i Clua,C Manigua,25.0,62.0,el Congrés i els Indians,9.0,Sant Andreu,8027.0,933404625,Ensenyament infantil (3-6 anys),41.42401480894652,2.179437759725011,reglat
Escola Doctor Ferran i Clua,C Manigua,25.0,62.0,el Congrés i els Indians,9.0,Sant Andreu,8027.0,933404625,Educació primària,41.42401480894652,2.179437759725011,reglat
Centre Educatiu Garbiñe,C Física,12.0,13.0,la Marina de Port,3.0,Sants-Montjuïc,8038.0,933318093,Ensenyament infantil (3-6 anys),41.36507231839673,2.1373353221576155,reglat
Centre Educatiu Garbiñe,C Física,12.0,13.0,la Marina de Port,3.0,Sants-Montjuïc,8038.0,933318093,Educació primària,41.36507231839673,2.1373353221576155,reglat
Escola Drassanes,C Nou de Sant Francesc,11.0,2.0,el Barri Gòtic,1.0,Ciutat Vella,8002.0,933189733,Ensenyament infantil (3-6 anys),41.37910824062923,2.177284995740368,reglat
Escola Drassanes,C Nou de Sant Francesc,11.0,2.0,el Barri Gòtic,1.0,Ciutat Vella,8002.0,933189733,Educació primària,41.37910824062923,2.177284995740368,reglat
Escola  Prim,C Bernat Metge,20.0,70.0,el Besòs i el Maresme,10.0,Sant Martí,8019.0,933142420,Ensenyament infantil (3-6 anys),41.42016599271571,2.2118106773514707,reglat
Escola  Prim,C Bernat Metge,20.0,70.0,el Besòs i el Maresme,10.0,Sant Martí,8019.0,933142420,Educació primària,41.42016599271571,2.2118106773514707,reglat
Escola Jaume I,C Melcior de Palau,134.0,18.0,Sants,3.0,Sants-Montjuïc,8014.0,934904103,Ensenyament infantil (3-6 anys),41.38075184493496,2.138124523946372,reglat
Escola Jaume I,C Melcior de Palau,134.0,18.0,Sants,3.0,Sants-Montjuïc,8014.0,934904103,Educació primària,41.38075184493496,2.138124523946372,reglat
Centre Universitari EAE,C Tarragona,110.0,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,8015.0,932278090,Universitats,41.37959519989804,2.144118148280011,reglat
Escola Universitària d'Hostaleria i Turisme-CETT,Av Can Marcet,36.0,41.0,la Vall d'Hebron,7.0,Horta-Guinardó,8035.0,934280777,Universitats,41.434850603451615,2.1481555636305814,reglat
Jam Session Escola de Música,Sant Germà,8.0,14.0,la Font de la Guatlla,3.0,Sants-Montjuïc,8004.0,934252877,Música,41.37207509307847,2.146435570974566,reglat
Institució Cultural del C.I.C.,Via Augusta,205.0,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,8021.0,932001133,Idiomes,41.397697285981785,2.1388954166038783,reglat
Institució Cultural del C.I.C.,Via Augusta,205.0,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,8021.0,932001133,Formació professional,41.397697285981785,2.1388954166038783,reglat
Escola Santiago Rusiñol,Pg Valldaura,261.0,52.0,la Prosperitat,8.0,Nou Barris,8016.0,933542410,Ensenyament infantil (3-6 anys),41.4398443007178,2.1811162682851,reglat
Escola Santiago Rusiñol,Pg Valldaura,261.0,52.0,la Prosperitat,8.0,Nou Barris,8016.0,933542410,Educació primària,41.4398443007178,2.1811162682851,reglat
Institut Teresa Pàmies,Trav Gràcia,357.0,33.0,el Baix Guinardó,7.0,Horta-Guinardó,8025.0,934353708,Educació secundària,41.40858009733391,2.1675803181496613,reglat
Institut Bonanova,Pg Circumval.lació,8.0,4.0,"Sant Pere, Santa Caterina i la Ribera",1.0,Ciutat Vella,8003.0,932540497,Formació professional,41.38452336800812,2.187392803908708,reglat
Centre Educatiu Laia,C Neopàtria,74.0,60.0,Sant Andreu,9.0,Sant Andreu,8030.0,933111351,Ensenyament infantil (3-6 anys),41.429257050664624,2.18944476551275,reglat
Centre Educatiu Laia,C Neopàtria,74.0,60.0,Sant Andreu,9.0,Sant Andreu,8030.0,933111351,Educació primària,41.429257050664624,2.18944476551275,reglat
Institut Lluïsa Cura,Rda Sant Antoni,19.0,10.0,Sant Antoni,2.0,Eixample,8011.0,933254157,Formació professional,41.38084909970436,2.163206607694735,reglat
Escola el Turó,Carrer del Peñalara,19.0,46.0,el Turó de la Peira,8.0,Nou Barris,8031.0,934295384,Ensenyament infantil (3-6 anys),41.43150904588072,2.171035538569442,reglat
Escola el Turó,Carrer del Peñalara,19.0,46.0,el Turó de la Peira,8.0,Nou Barris,8031.0,934295384,Educació primària,41.43150904588072,2.171035538569442,reglat
Facultat de Medicina i Ciències de la Salut - UB,C Casanova,143.0,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,8036.0,934 035 258,Universitats,41.38955539831457,2.152194463242196,reglat
Centre Educatiu FEDAC-Amílcar,C Amílcar,10.0,44.0,Vilapicina i la Torre Llobeta,8.0,Nou Barris,8031.0,933571554,Ensenyament infantil (3-6 anys),41.4298120042124,2.171942057155249,reglat
Centre Educatiu FEDAC-Amílcar,C Amílcar,10.0,44.0,Vilapicina i la Torre Llobeta,8.0,Nou Barris,8031.0,933571554,Educació primària,41.4298120042124,2.171942057155249,reglat
Centre Educatiu FEDAC-Amílcar,C Amílcar,10.0,44.0,Vilapicina i la Torre Llobeta,8.0,Nou Barris,8031.0,933571554,Educació secundària,41.4298120042124,2.171942057155249,reglat
Serveis Científicotècnics,C Josep Samitier,1.0,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,8028.0,93 403 72 05,Universitats,41.382649395415946,2.1145343363203266,reglat
