district_code,district_name,income,genre,age,occupation,house_members,has_connection,has_connection_bcn,level_of_education,house_devices,longitude,latitude,educational_ocupational_index,educational_ocupational_index_district
2,Eixample,5,2,34,1,2,1,5,5,4.0,2.168549,41.3997298,1.0,0.8878823968558166
2,Eixample,3,2,40,3,2,1,4,4,2.0,2.1742825,41.4055157,1.0,0.8878823968558166
10,Sant Martí,4,2,43,2,3,1,6,3,3.0,2.1956243,41.3986327,0.6062970025201472,0.7909123076143924
8,Nou Barris,1,1,59,3,2,1,0,4,4.0,2.17425,41.4258898,1.0,0.5367971980868633
6,Gràcia,3,1,41,1,1,1,5,3,6.0,2.1493409,41.41059,0.4103820049519634,0.8773520558287237
5,Sarrià - Sant Gervasi,5,2,34,1,4,1,0,3,7.0,2.1443768,41.3981315,0.8597444750736474,0.9710576839202464
8,Nou Barris,1,2,53,2,3,1,0,5,6.0,2.1709542,41.428893,1.0,0.5367971980868633
4,Les Corts,4,1,30,1,2,1,0,2,2.0,2.1299558,41.3918985,0.7624023280802606,0.9253424656411553
2,Eixample,5,2,61,1,3,1,5,5,7.0,2.1610452,41.3912453,1.0,0.8878823968558166
8,Nou Barris,1,2,47,1,3,1,0,2,10.0,2.1686046,41.4350605,0.0023164953993025806,0.5367971980868633
5,Sarrià - Sant Gervasi,5,1,61,1,5,1,0,5,12.0,2.1199581,41.3983599,1.0,0.9710576839202464
